City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Chhatak,BD,25.0333,91.6667,79.74,82,75,2.57,broken clouds
339,Nizwa,OM,22.9333,57.5333,85.96,51,100,3.33,overcast clouds
340,Torbay,CA,47.6666,-52.7314,67.75,90,100,9.22,fog
341,Majene,ID,-3.5403,118.9707,76.23,87,39,6.46,scattered clouds
342,Trairi,BR,-3.2778,-39.2689,78.19,75,55,14.05,broken clouds
343,Talnakh,RU,69.4865,88.3972,51.21,60,97,9.33,overcast clouds
344,Hualmay,PE,-11.0964,-77.6139,63.61,77,19,10.04,few clouds
345,Markova,UA,48.6758,24.4138,59.65,94,68,3.67,broken clouds
346,Marienburg,PL,54.0359,19.0266,71.11,72,85,6.29,overcast clouds
347,Lasa,IT,46.6166,10.7002,65.28,78,77,2.21,broken clouds
348,Kigorobya,UG,1.6162,31.3089,66.49,86,81,3.09,light rain
349,Moctezuma,MX,29.8,-109.6667,93.54,41,47,5.93,scattered clouds
350,Magalia,US,39.8121,-121.5783,92.43,12,0,3.0,clear sky
351,Rantepao,ID,-2.9701,119.8978,64.78,97,69,1.86,light rain
352,Vila Franca Do Campo,PT,37.7167,-25.4333,77.2,93,9,3.85,clear sky
353,Sungaipenuh,ID,-2.0833,101.3833,64.47,97,93,2.19,overcast clouds
354,Tanete,ID,-3.9443,119.7848,72.01,93,77,4.29,heavy intensity rain
355,Yinchuan,CN,38.4681,106.2731,76.86,73,83,2.84,broken clouds
356,Camacha,PT,33.0833,-16.3333,69.22,88,40,10.36,scattered clouds
357,Lompoc,US,34.6391,-120.4579,93.02,62,0,14.97,clear sky
358,Kununurra,AU,-15.7667,128.7333,60.78,82,8,0.0,clear sky
359,Nago,JP,26.5881,127.9761,82.45,85,49,7.74,scattered clouds
360,Pazmand,HU,47.2876,18.6536,71.71,57,100,5.61,overcast clouds
361,Omboue,GA,-1.5746,9.2618,72.09,82,97,8.77,overcast clouds
362,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.8,94,75,5.75,light rain
363,La Ronge,CA,55.1001,-105.2842,71.85,53,40,6.91,scattered clouds
364,Alice Springs,AU,-23.7,133.8833,33.35,75,0,0.0,clear sky
365,Kungurtug,RU,50.5994,97.5228,48.18,92,99,1.74,overcast clouds
366,Nuuk,GL,64.1835,-51.7216,44.26,73,47,4.0,scattered clouds
367,Sembe,CG,1.6481,14.5806,72.03,74,100,3.33,overcast clouds
368,Lavrentiya,RU,65.5833,-171.0,39.97,69,87,15.01,overcast clouds
369,Karpogory,RU,64.0019,44.4451,45.95,88,7,1.68,clear sky
370,Ystad,SE,55.4297,13.8204,63.34,83,24,7.65,few clouds
371,Bijie,CN,27.3125,105.2942,63.99,96,31,4.45,scattered clouds
372,Loreto,MX,22.2667,-101.9667,77.92,35,99,9.44,overcast clouds
373,Praia,CV,14.9215,-23.5087,79.34,69,75,12.66,broken clouds
374,Mao,ES,39.8885,4.2658,82.96,83,0,3.44,clear sky
375,Siauliai,LT,55.9333,23.3167,64.42,82,0,4.61,clear sky
376,Ostrovnoy,RU,68.0531,39.5131,48.15,80,74,9.13,broken clouds
377,Khatanga,RU,71.9667,102.5,49.06,59,2,8.81,clear sky
378,Paamiut,GL,61.994,-49.6678,43.86,78,100,1.74,overcast clouds
379,Jackson,US,42.4165,-122.8345,90.75,22,0,5.75,clear sky
380,Ternovka,RU,51.678,41.6375,67.12,91,100,4.18,overcast clouds
381,Bathsheba,BB,13.2167,-59.5167,83.01,83,40,5.75,scattered clouds
382,Roald,NO,62.5833,6.1333,62.17,88,75,3.44,broken clouds
383,Yabrud,SY,33.9674,36.6574,67.55,51,0,1.32,clear sky
384,Bahar,IR,34.9072,48.4414,71.76,16,0,6.91,clear sky
385,Thunder Bay,CA,48.4001,-89.3168,69.78,64,20,8.05,few clouds
386,Deputatskiy,RU,69.3,139.9,36.97,94,100,4.72,overcast clouds
387,Tecoanapa,MX,16.5167,-98.75,85.51,66,91,7.74,overcast clouds
388,Salto,UY,-31.3833,-57.9667,63.75,88,0,6.91,clear sky
389,Coahuayana,MX,18.7333,-103.6833,82.99,78,82,6.06,broken clouds
390,Constantine,DZ,36.365,6.6147,83.61,23,0,2.3,clear sky
391,Kaniama,CD,-7.5667,24.1833,73.29,28,86,4.54,overcast clouds
392,Ariquemes,BR,-9.9133,-63.0408,86.09,39,3,1.86,clear sky
393,Nikki,BJ,9.9401,3.2108,72.39,96,100,5.73,overcast clouds
394,Maumere,ID,-8.6199,122.2111,77.56,82,17,1.77,few clouds
395,Evensk,RU,61.95,159.2333,60.94,76,100,2.08,overcast clouds
396,Tazovskiy,RU,67.4667,78.7,50.88,98,100,2.08,overcast clouds
397,Nioro,GM,13.35,-15.75,75.15,86,99,9.33,overcast clouds
398,Ojinaga,MX,29.5667,-104.4167,100.58,32,75,11.5,broken clouds
399,Nhulunbuy,AU,-12.2333,136.7667,70.41,94,46,6.91,scattered clouds
400,Nakamura,JP,32.9833,132.9333,80.98,87,82,2.3,broken clouds
401,Mendi,PG,-6.1761,143.6513,56.75,93,63,1.52,broken clouds
402,Newnan,US,33.3807,-84.7997,84.7,61,75,5.75,broken clouds
403,Morden,CA,49.1919,-98.1014,81.09,53,0,5.75,clear sky
404,Nyurba,RU,63.2842,118.3319,53.06,97,100,6.91,light rain
405,Beringovskiy,RU,63.05,179.3167,46.85,76,99,10.51,overcast clouds
406,Peniche,PT,39.3558,-9.3811,68.29,87,74,9.26,broken clouds
407,Gamba,GA,-2.65,10.0,69.87,86,67,6.2,broken clouds
408,Xichang,CN,27.8964,102.2634,64.78,92,11,1.7,few clouds
409,Gilgit,PK,35.9221,74.3087,82.47,56,41,1.77,scattered clouds
410,Gimli,CA,50.6336,-96.9907,81.73,50,54,5.88,broken clouds
411,Harper,LR,4.375,-7.7169,75.83,82,55,10.16,broken clouds
412,Kamenka,RU,51.3223,42.7678,67.86,89,100,9.53,overcast clouds
413,Mormugao,IN,15.4,73.8,78.44,86,100,13.6,overcast clouds
414,Flin Flon,CA,54.7682,-101.865,75.04,46,40,5.75,scattered clouds
415,Zhezkazgan,KZ,47.8043,67.7144,70.9,35,0,9.04,clear sky
416,Laguna,US,38.421,-121.4238,99.34,24,0,4.0,clear sky
417,Kelowna,CA,49.8831,-119.4857,86.65,29,0,11.5,clear sky
418,Naryan-Mar,RU,67.6713,53.087,47.05,69,96,13.06,overcast clouds
419,Camopi,GF,3.1655,-52.3158,78.89,60,88,5.17,overcast clouds
420,Kalabo,ZM,-14.97,22.6814,65.19,26,5,3.98,clear sky
421,Ihosy,MG,-22.4,46.1167,59.47,87,73,6.53,broken clouds
422,Caronport,CA,50.4501,-105.8179,87.98,27,21,6.96,few clouds
423,Port-Cartier,CA,50.0334,-66.8654,71.82,69,89,1.9,overcast clouds
424,Piracuruca,BR,-3.9281,-41.7092,82.24,60,76,7.7,broken clouds
425,Khingansk,RU,49.1167,131.1833,55.81,96,11,1.36,few clouds
426,Sioux Lookout,CA,50.1001,-91.917,78.87,53,75,4.61,broken clouds
427,Yen Bai,VN,21.7,104.8667,76.17,96,83,1.28,broken clouds
428,Marsh Harbour,BS,26.5412,-77.0636,81.61,70,98,1.48,overcast clouds
429,Sorong,ID,-0.8833,131.25,77.4,89,96,7.78,overcast clouds
430,Udachnyy,RU,66.4167,112.4,48.45,81,100,9.01,overcast clouds
431,Selizharovo,RU,56.8519,33.4487,60.75,81,100,1.05,overcast clouds
432,Kawalu,ID,-7.3817,108.2082,71.01,98,97,0.98,overcast clouds
433,Mongu,ZM,-15.2484,23.1274,62.83,28,3,4.43,clear sky
434,North Bend,US,43.4065,-124.2243,81.25,100,1,1.01,clear sky
435,Jalu,LY,29.0331,21.5482,81.32,58,0,13.91,clear sky
436,Saint-Joseph,RE,-21.3667,55.6167,64.78,71,45,13.4,scattered clouds
437,Karratha,AU,-20.7377,116.8463,69.06,62,45,6.17,light rain
438,Three Hills,CA,51.7001,-113.2686,89.67,26,0,5.99,clear sky
439,Jiayuguan,CN,39.8167,98.3,70.97,38,98,8.41,overcast clouds
440,Airai,TL,-8.9266,125.4092,56.17,71,5,3.67,clear sky
441,Changji,CN,44.0167,87.3167,74.19,43,0,4.47,clear sky
442,Luderitz,NA,-26.6481,15.1594,53.53,79,16,7.61,few clouds
443,Sharan,RU,54.8167,54.0,58.01,62,86,5.41,overcast clouds
444,Makakilo City,US,21.3469,-158.0858,82.98,59,24,13.71,few clouds
445,Presidente Epitacio,BR,-21.7633,-52.1156,72.57,30,6,4.09,clear sky
446,San Rafael,AR,-34.6177,-68.3301,62.22,37,60,7.7,broken clouds
447,Yingcheng,CN,30.95,113.55,80.08,65,83,6.78,broken clouds
448,Mackay,AU,-21.15,149.2,63.68,74,52,6.93,broken clouds
449,Zhigalovo,RU,54.8097,105.1578,47.5,95,11,0.85,few clouds
450,Iquitos,PE,-3.7481,-73.2472,91.44,52,40,3.44,scattered clouds
451,Tondano,ID,1.3038,124.9112,66.29,95,87,3.18,overcast clouds
452,Komsomolskiy,UZ,40.4272,71.7189,74.12,46,0,4.61,clear sky
453,Teya,RU,60.3778,92.6267,48.63,75,74,2.82,broken clouds
454,Kemijarvi,FI,66.7131,27.4306,54.0,90,51,7.9,broken clouds
455,Mabaruma,GY,8.2,-59.7833,76.91,96,100,4.25,overcast clouds
456,Padang,ID,-0.9492,100.3543,77.92,87,99,2.19,overcast clouds
457,San Jose De Las Lajas,CU,22.9614,-82.1511,76.12,68,82,4.68,moderate rain
458,Kamina,CD,-8.7386,24.9906,66.45,30,31,2.73,scattered clouds
459,Rettikhovka,RU,44.1683,132.7669,63.48,96,7,2.19,clear sky
460,Chiang Klang,TH,19.2938,100.8617,73.08,99,84,0.83,broken clouds
461,Dargaville,NZ,-35.9333,173.8833,53.56,77,82,2.84,broken clouds
462,Fortuna Foothills,US,32.6578,-114.4119,105.69,31,0,8.05,clear sky
463,Bodinayakkanur,IN,10.0167,77.35,74.39,75,93,5.39,overcast clouds
464,Ambon,ID,-3.6954,128.1814,77.14,94,75,3.44,broken clouds
465,Baoro,CF,5.6667,15.9667,68.4,97,100,5.14,overcast clouds
466,Kavieng,PG,-2.5744,150.7967,81.73,74,100,8.93,overcast clouds
467,Buraydah,SA,26.326,43.975,95.45,18,2,9.44,clear sky
468,Chabahar,IR,25.2919,60.643,84.81,77,100,6.26,overcast clouds
469,Vostok,RU,46.4856,135.8833,60.96,75,95,1.63,light rain
470,Cotonou,BJ,6.3654,2.4183,76.98,88,20,12.66,few clouds
471,Djibo,BF,14.1022,-1.6306,92.34,43,69,4.07,broken clouds
472,Luwuk,ID,-0.9516,122.7875,76.14,89,83,4.7,broken clouds
473,Aksarka,RU,66.5606,67.7975,48.29,76,69,13.49,broken clouds
474,Vicksburg,US,32.3526,-90.8779,93.43,58,75,4.61,broken clouds
475,Bulgan,MN,48.8125,103.5347,53.15,96,100,4.52,overcast clouds
476,Kitimat,CA,54.0524,-128.6534,66.58,53,98,1.99,overcast clouds
477,Mount Pleasant,US,32.7941,-79.8626,87.06,61,20,12.66,few clouds
478,Puerto Ayacucho,VE,5.6639,-67.6236,77.97,85,82,3.4,broken clouds
479,Codrington,AU,-38.2667,141.9667,50.76,88,85,13.96,overcast clouds
480,Kribi,CM,2.95,9.9167,75.61,86,100,11.95,light rain
481,Mehamn,NO,71.0357,27.8492,49.95,93,100,10.36,overcast clouds
482,Oistins,BB,13.0667,-59.5333,82.49,83,40,5.75,scattered clouds
483,Margate,GB,51.3813,1.3862,73.11,64,2,3.0,clear sky
484,Banjar,ID,-8.19,114.9675,75.72,91,87,3.04,overcast clouds
485,Ixtapa,MX,20.7,-105.2,88.23,69,95,3.0,overcast clouds
486,Diego De Almagro,CL,-26.3667,-70.05,64.62,33,0,6.73,clear sky
487,Ayr,GB,55.4627,-4.6339,67.98,82,0,3.44,clear sky
488,Port-Gentil,GA,-0.7193,8.7815,75.16,83,40,9.22,scattered clouds
489,Novaya Bryan,RU,51.7159,108.2691,53.71,76,56,1.19,broken clouds
490,Tomatlan,MX,19.9333,-105.25,85.87,69,79,8.43,broken clouds
491,Mugur-Aksy,RU,50.35,90.5,48.52,79,84,5.79,broken clouds
492,Nisia Floresta,BR,-6.0911,-35.2086,80.98,82,80,12.62,broken clouds
493,Yulin,CN,22.6333,110.15,75.85,96,32,2.37,scattered clouds
494,Wanning,CN,18.8003,110.3967,78.58,88,38,3.83,scattered clouds
495,Geraldton,AU,-28.7667,114.6,48.61,93,34,11.5,scattered clouds
496,Goroka,PG,-6.0834,145.3873,63.41,89,70,0.54,broken clouds
497,Marathon,US,44.9,-89.7668,67.19,100,100,4.61,overcast clouds
498,Ponta Delgada,PT,37.7333,-25.6667,77.5,94,20,9.22,few clouds
499,Chiang Mai,TH,18.75,99.0,76.33,99,75,0.0,broken clouds
500,Boueni,YT,-12.9025,45.0761,75.18,71,3,6.93,clear sky
501,Krasnoselkup,RU,65.7,82.4667,50.52,68,76,10.92,broken clouds
502,Jasper,US,37.2001,-94.3502,97.0,49,43,1.01,scattered clouds
503,Cassilandia,BR,-19.1133,-51.7342,75.51,23,0,0.89,clear sky
504,Lamu,KE,-2.2717,40.902,73.83,87,55,15.19,broken clouds
505,Do Gonbadan,IR,30.3586,50.7981,82.49,34,0,0.0,clear sky
506,Shimoda,JP,34.6667,138.95,78.1,90,83,20.42,heavy intensity rain
507,Popondetta,PG,-8.7537,148.2534,78.78,75,75,0.96,broken clouds
508,Mayumba,GA,-3.432,10.6554,70.23,84,100,6.71,overcast clouds
509,Lensk,RU,60.7253,114.9278,48.0,95,73,3.09,broken clouds
510,Karasjok,NO,69.4719,25.5112,52.68,69,100,6.71,overcast clouds
511,Lampazos De Naranjo,MX,27.0167,-100.5167,95.95,33,87,12.77,overcast clouds
512,Viru,PE,-8.4167,-78.75,67.64,70,23,8.72,few clouds
513,Pasighat,IN,28.0667,95.3333,77.38,84,41,2.62,scattered clouds
514,Yanam,IN,16.7333,82.2167,75.52,97,100,11.21,light rain
515,Barra Do Bugres,BR,-15.0725,-57.1811,83.35,28,3,3.83,clear sky
516,Jiuquan,CN,39.7432,98.5174,73.29,37,100,9.6,overcast clouds
517,Tailai,CN,46.3833,123.4,66.97,67,100,3.62,overcast clouds
518,Portoviejo,EC,-1.05,-80.45,78.21,70,95,1.81,overcast clouds
519,Along,IN,28.1667,94.7667,73.49,89,17,0.98,few clouds
520,Gizo,SB,-8.103,156.8419,82.53,70,58,7.72,broken clouds
521,Basco,PH,20.4487,121.9702,84.31,76,83,7.43,broken clouds
522,Yuci,CN,37.6803,112.7319,76.75,78,20,4.47,few clouds
523,Coihaique,CL,-45.5752,-72.0662,39.15,81,100,3.44,light rain
524,Ponte San Nicolo,IT,45.3705,11.9211,72.81,66,74,3.0,broken clouds
525,Pilar,BR,-9.5972,-35.9567,76.93,85,38,4.83,scattered clouds
526,Boulsa,BF,12.6675,-0.5758,82.96,68,92,12.19,overcast clouds
527,Dukat,RU,62.55,155.55,59.54,64,95,4.61,overcast clouds
528,Inirida,CO,3.8653,-67.9239,73.74,96,99,0.94,overcast clouds
529,Lazdijai,LT,54.2333,23.5167,62.08,75,10,7.4,clear sky
530,San Cristobal,VE,7.7669,-72.225,75.38,81,75,4.18,broken clouds
531,Aklavik,CA,68.2191,-135.0107,69.19,46,27,14.34,scattered clouds
532,Meulaboh,ID,4.1363,96.1285,78.57,83,89,0.49,overcast clouds
533,Nagato,JP,34.3833,131.2,80.67,89,95,9.84,overcast clouds
534,Hare Bay,CA,48.8499,-54.0148,74.55,85,56,6.17,broken clouds
535,Mandal,IN,25.45,74.5667,74.23,91,65,6.89,broken clouds
536,Tarko-Sale,RU,64.9225,77.785,55.56,92,100,6.78,light rain
537,Kristiinankaupunki,FI,62.2743,21.376,59.13,89,61,7.36,broken clouds
538,San Juan Del Rio,MX,20.3833,-100.0,77.32,40,100,13.22,overcast clouds
539,Bubaque,GW,11.2833,-15.8333,79.54,79,100,19.66,overcast clouds
540,Uvinza,TZ,-5.1036,30.3911,71.19,49,9,2.53,clear sky
541,Gorontalo,ID,0.5412,123.0595,74.3,94,61,3.22,broken clouds
542,Tazmalt,DZ,36.3868,4.3989,87.15,24,2,1.66,clear sky
543,Coihueco,CL,-36.6167,-71.8333,56.14,72,100,10.36,overcast clouds
544,Kuusamo,FI,65.9667,29.1833,53.64,82,100,8.05,overcast clouds
545,Vanimo,PG,-2.6741,141.3028,77.11,89,99,5.61,overcast clouds
546,Leningradskiy,RU,69.3833,178.4167,34.9,79,91,5.53,overcast clouds
547,Talcahuano,CL,-36.7167,-73.1167,55.08,94,100,13.8,overcast clouds
548,Kahului,US,20.8947,-156.47,84.85,72,8,8.99,clear sky
549,Bethanien,NA,-26.502,17.1583,44.78,62,43,7.27,scattered clouds
550,Asau,RO,46.4333,26.4,67.28,89,96,4.63,light rain
551,Fairbanks,US,64.8378,-147.7164,73.09,62,0,1.99,clear sky
552,Niquero,CU,20.0431,-77.5828,86.81,60,12,2.28,few clouds
553,Madaoua,NE,14.073,5.96,77.23,61,100,21.36,light rain
554,Manzhouli,CN,49.6,117.4333,61.72,67,100,4.21,light rain
555,Severo-Yeniseyskiy,RU,60.3725,93.0408,45.59,72,58,3.65,broken clouds
556,Kloulklubed,PW,7.0419,134.2556,72.1,75,100,5.93,overcast clouds
557,Tura,IN,25.5198,90.2201,74.52,93,100,5.26,overcast clouds
558,Chillicothe,US,39.3331,-82.9824,79.25,45,40,7.0,scattered clouds
559,Stepnyak,KZ,52.8339,70.7803,62.13,73,65,11.07,broken clouds
560,Zhanakorgan,KZ,43.9098,67.2495,79.66,31,0,9.35,clear sky
561,Bondoukou,CI,8.0333,-2.8,69.89,98,99,4.56,overcast clouds
562,West Wendover,US,40.7391,-114.0733,88.81,29,0,4.61,clear sky
563,Iaciara,BR,-14.0958,-46.6317,81.43,30,70,6.4,broken clouds
564,Larsnes,NO,62.2028,5.5773,60.44,91,99,4.34,overcast clouds
565,Pampa,US,35.5362,-100.9599,99.57,23,0,4.61,clear sky
566,Manokwari,ID,-0.8667,134.0833,77.92,78,97,1.23,overcast clouds
567,Jawad,IN,24.6,74.85,73.81,93,95,10.51,overcast clouds
568,Prince Rupert,CA,54.3161,-130.3201,62.69,85,100,14.97,overcast clouds
569,Skara,SE,58.3866,13.4384,63.75,67,98,0.96,overcast clouds
570,Santa Cruz,BO,-17.8,-63.1667,84.25,51,40,20.71,scattered clouds
571,Pierre,US,44.3683,-100.351,94.46,24,88,7.54,overcast clouds
572,Tolaga Bay,NZ,-38.3667,178.3,51.67,52,0,1.9,clear sky
573,Maldonado,UY,-34.6667,-54.9167,60.22,92,7,5.84,clear sky
574,Tamiahua,MX,21.2667,-97.45,87.06,62,100,14.14,overcast clouds
575,Tiznit,MA,29.5833,-9.5,76.69,56,68,1.28,broken clouds
576,Acapulco,MX,16.8634,-99.8901,84.74,70,91,6.31,overcast clouds
577,Nizhyn,UA,51.048,31.8869,69.04,60,75,10.38,broken clouds
578,Nawa,IN,27.0167,75.0,78.37,81,99,8.03,light rain
579,Olot,ES,42.181,2.4901,77.25,69,100,6.51,overcast clouds
580,Taoudenni,ML,22.6783,-3.9836,94.01,26,15,22.53,few clouds
581,Guaratinga,BR,-16.5667,-39.5667,69.37,65,100,6.89,overcast clouds
582,Mantua,IT,45.1667,10.7833,78.04,70,0,8.28,clear sky
583,Te Anau,NZ,-45.4167,167.7167,39.61,79,44,1.66,scattered clouds
584,Sterling,US,39.0062,-77.4286,84.85,38,0,8.99,clear sky
585,Illapel,CL,-31.6308,-71.1653,58.33,65,1,4.99,clear sky
586,Pontianak,ID,-0.0333,109.3333,71.58,94,100,3.44,light rain
587,Serebryanyy Bor,RU,56.8,124.8,53.15,94,100,1.9,overcast clouds
588,Kautokeino,NO,69.0125,23.0412,47.75,74,100,7.61,overcast clouds
589,Chicama,PE,-7.8447,-79.1469,61.34,68,16,9.4,few clouds
590,Ipixuna,BR,-1.7625,-48.8043,80.4,73,81,5.01,broken clouds
591,Turhal,TR,40.3875,36.0811,67.06,95,6,2.59,clear sky
592,Povenets,RU,62.8487,34.8262,55.9,68,94,2.08,overcast clouds
593,Kanniyakumari,IN,8.0833,77.5667,78.89,76,87,19.13,overcast clouds
594,Tromso,NO,69.6496,18.957,51.82,76,75,25.32,broken clouds
595,Clearwater,US,27.9659,-82.8001,90.14,66,40,8.99,scattered clouds
596,Dharampur,IN,20.5333,73.1833,75.97,92,100,9.82,overcast clouds
597,West Bay,KY,19.3667,-81.4167,89.01,72,40,6.91,scattered clouds
598,Quatre Cocos,MU,-20.2078,57.7625,68.09,72,81,17.6,broken clouds
599,Bouna,CI,9.2667,-3.0,69.58,98,97,4.5,overcast clouds
600,Betare Oya,CM,5.6,14.0833,66.92,98,100,4.05,overcast clouds
601,Garowe,SO,8.4054,48.4845,76.5,61,48,24.25,scattered clouds
602,Buala,SB,-8.145,159.5921,82.44,74,20,4.34,few clouds
603,Pahrump,US,36.2083,-115.9839,94.24,32,87,1.99,overcast clouds
604,Santa Maria,BR,-29.6842,-53.8069,67.3,68,0,4.61,clear sky
605,Adrar,MR,20.5022,-10.0711,94.37,30,1,8.52,clear sky
606,Irati,BR,-25.4672,-50.6511,56.01,85,100,1.36,overcast clouds
607,Batsfjord,NO,70.6345,29.7185,51.58,87,100,11.5,light rain
608,Lewiston,US,44.1003,-70.2148,73.63,68,97,0.27,overcast clouds
609,Dongsheng,CN,39.8161,109.9776,69.22,91,97,10.96,overcast clouds
610,Vila,PT,42.0304,-8.1588,56.28,93,1,1.7,clear sky
611,Eureka,US,40.8021,-124.1637,74.19,72,2,11.01,clear sky
612,Namatanai,PG,-3.6667,152.4333,80.74,72,100,5.28,overcast clouds
613,Mapastepec,MX,15.4333,-92.9,84.25,79,97,4.61,overcast clouds
614,Kilindoni,TZ,-7.9139,39.6668,75.63,76,10,16.46,clear sky
615,Mulchen,CL,-37.7167,-72.2333,51.66,94,100,11.18,light rain
616,Saint Anthony,US,45.0205,-93.218,69.85,68,100,10.36,overcast clouds
617,Pizarro,CO,4.9533,-77.366,79.59,81,89,6.38,overcast clouds
618,Yaan,NG,7.3833,8.5667,71.69,96,100,8.95,moderate rain
619,Danielskuil,ZA,-28.1887,23.5395,43.41,57,49,14.72,scattered clouds
620,Benghazi,LY,32.1167,20.0667,81.54,63,0,11.14,clear sky
621,Megion,RU,61.0296,76.1136,57.22,92,98,16.96,overcast clouds
622,Pitimbu,BR,-7.4706,-34.8086,77.59,74,67,17.6,broken clouds
623,Warri,NG,5.5167,5.75,75.15,89,100,6.89,overcast clouds
624,Shima,CN,24.4478,117.8111,80.62,88,46,0.85,scattered clouds
625,Fare,PF,-16.7,-151.0167,77.99,76,75,13.85,broken clouds
626,Axim,GH,4.8699,-2.2405,75.27,89,49,10.96,scattered clouds
627,Boissevain,CA,49.2306,-100.0559,77.5,34,0,4.81,clear sky
628,Oxelosund,SE,58.6706,17.1015,62.98,88,0,5.75,clear sky
629,Arazede,PT,40.2863,-8.65,66.04,95,16,2.62,few clouds
630,Hurghada,EG,27.2574,33.8129,89.64,27,0,13.8,clear sky
631,Agirish,RU,61.9247,63.0231,49.8,80,58,9.89,broken clouds
632,Pisco,PE,-13.7,-76.2167,64.02,82,0,10.36,clear sky
633,Muroto,JP,33.2833,134.15,83.19,81,90,8.55,overcast clouds
634,Darhan,MN,49.4867,105.9228,58.15,95,100,1.19,overcast clouds
635,Njeru,UG,0.4186,33.1731,65.8,82,100,5.28,overcast clouds
636,Kraslava,LV,55.8951,27.168,61.0,81,10,4.94,clear sky
637,Ramshir,IR,30.8946,49.4092,89.35,29,0,10.16,clear sky
638,Whyalla,AU,-33.0333,137.5833,47.62,88,3,9.4,clear sky
639,Chumikan,RU,54.7183,135.315,55.98,88,98,2.64,overcast clouds
640,Novichikha,RU,52.204,81.3877,62.24,59,27,11.79,scattered clouds
641,Kirakira,SB,-10.4544,161.9205,81.48,78,5,7.02,clear sky
642,Novyy Urengoy,RU,66.0833,76.6333,51.4,96,100,13.69,heavy intensity rain
643,Shwebo,MM,22.5667,95.7,76.93,84,95,9.1,overcast clouds
644,Nizhneivkino,RU,58.194,49.5214,54.05,77,8,3.94,clear sky
645,Miles City,US,46.4083,-105.8406,98.19,20,91,5.21,overcast clouds
646,Liuhe,CN,42.2401,125.7172,64.69,93,68,3.15,broken clouds
647,Porto Seguro,BR,-16.4497,-39.0647,73.92,64,75,6.91,broken clouds
648,Kathu,TH,7.9178,98.3332,76.82,78,5,6.6,clear sky
649,Nouadhibou,MR,20.931,-17.0347,75.18,78,20,9.22,few clouds
650,Yerbogachen,RU,61.2767,108.0108,45.43,83,92,1.45,overcast clouds
651,Tocantins,BR,-10.5,-48.0,86.29,30,29,2.89,scattered clouds
652,Longonjo,AO,-12.9067,15.2533,60.21,54,13,1.97,few clouds
653,Mogadishu,SO,2.0371,45.3438,76.01,84,54,15.7,broken clouds
654,Sabha,LY,27.0377,14.4283,88.3,25,0,17.49,clear sky
655,Haines Junction,CA,60.7522,-137.5108,71.55,46,72,9.22,broken clouds
656,Vrangel,RU,42.7297,133.0839,67.1,86,0,3.83,clear sky
657,Jinka,ET,5.65,36.65,65.41,74,92,1.07,overcast clouds
658,Jamnagar,IN,22.4667,70.0667,78.8,85,100,19.51,overcast clouds
659,Beloha,MG,-25.1667,45.05,65.03,64,0,5.86,clear sky
660,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,78.85,84,73,3.44,light rain
661,Havoysund,NO,70.9963,24.6622,50.23,78,100,14.47,overcast clouds
662,Marawi,PH,7.9986,124.2928,69.39,92,87,4.5,overcast clouds
663,Gao,ML,16.6362,1.637,97.03,23,69,7.7,broken clouds
664,Krapkowice,PL,50.4752,17.9654,67.1,95,100,5.97,light rain
665,Arrecife,ES,28.963,-13.5477,73.38,78,20,16.11,few clouds
666,Inuvik,CA,68.3499,-133.7218,77.86,35,20,8.05,few clouds
667,Salinopolis,BR,-0.6136,-47.3561,79.56,80,74,14.34,broken clouds
668,Sept-Iles,CA,50.2001,-66.3821,72.12,63,20,5.75,few clouds
669,Wichita Falls,US,33.9137,-98.4934,100.26,36,54,1.99,broken clouds
670,Flinders,AU,-34.5833,150.8552,54.37,68,96,7.0,overcast clouds
671,Nicoya,CR,10.1483,-85.452,81.19,84,90,4.38,overcast clouds
672,Conceicao Da Barra,BR,-18.5933,-39.7322,70.59,58,99,6.42,overcast clouds
673,Cukai,MY,4.25,103.4167,77.0,90,100,2.35,overcast clouds
674,Strezhevoy,RU,60.7333,77.5889,53.35,98,99,9.17,overcast clouds
675,Rocha,UY,-34.4833,-54.3333,54.28,93,3,3.8,clear sky
676,Shiraz,IR,29.6036,52.5388,74.64,15,0,0.0,clear sky
677,Calabozo,VE,8.9242,-67.4293,80.44,83,100,3.33,overcast clouds
678,Xuddur,SO,4.1213,43.8894,72.28,70,96,19.6,overcast clouds
679,Ludvika,SE,60.1496,15.1878,64.2,74,5,2.62,clear sky
680,Robertsport,LR,6.7533,-11.3686,77.77,80,98,11.61,light rain
681,Loralai,PK,30.3705,68.598,76.95,60,91,3.27,moderate rain
682,Boke,GN,10.9409,-14.2967,72.14,98,100,4.47,overcast clouds
683,Ewa Beach,US,21.3156,-158.0072,84.4,59,20,15.01,few clouds
684,Andenes,NO,69.3143,16.1194,51.93,76,100,23.02,overcast clouds
685,Ust-Ilimsk,RU,58.0006,102.6619,46.09,83,14,1.7,few clouds
686,Honningsvag,NO,70.9821,25.9704,49.75,87,100,10.36,light rain
687,Raudeberg,NO,61.9875,5.1352,54.95,88,100,3.6,overcast clouds
688,Stolbishche,RU,55.6468,49.216,64.56,67,0,8.99,clear sky
