City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
617,Pizarro,CO,79.59,overcast clouds,4.9533,-77.366,Hotel Limonar
620,Benghazi,LY,81.54,clear sky,32.1167,20.0667,Tibesti Hotel
622,Pitimbu,BR,77.59,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
623,Warri,NG,75.15,overcast clouds,5.5167,5.75,GT Guesthouse
624,Shima,CN,80.62,scattered clouds,24.4478,117.8111,龙海钻石大酒店
625,Fare,PF,77.99,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
626,Axim,GH,75.27,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
627,Boissevain,CA,77.5,clear sky,49.2306,-100.0559,Boissevain Campgrounds
630,Hurghada,EG,89.64,clear sky,27.2574,33.8129,Sea Star Beau Rivage Hotel
633,Muroto,JP,83.19,overcast clouds,33.2833,134.15,Oota Ryokan
637,Ramshir,IR,89.35,clear sky,30.8946,49.4092,معصومه مهدیان
641,Kirakira,SB,81.48,clear sky,-10.4544,161.9205,SanBiz Lodge
643,Shwebo,MM,76.93,overcast clouds,22.5667,95.7,MOON SHINE Guest House
647,Porto Seguro,BR,73.92,broken clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
648,Kathu,TH,76.82,clear sky,7.9178,98.3332,Novotel Phuket Resort
649,Nouadhibou,MR,75.18,few clouds,20.931,-17.0347,El Medina
653,Mogadishu,SO,76.01,broken clouds,2.0371,45.3438,Hotel Juba
654,Sabha,LY,88.3,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
655,Haines Junction,CA,71.55,broken clouds,60.7522,-137.5108,Parkside Inn
658,Jamnagar,IN,78.8,overcast clouds,22.4667,70.0667,Hotel Aram
665,Arrecife,ES,73.38,few clouds,28.963,-13.5477,Hotel Lancelot
666,Inuvik,CA,77.86,few clouds,68.3499,-133.7218,Nova Inn Inuvik
667,Salinopolis,BR,79.56,broken clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
668,Sept-Iles,CA,72.12,few clouds,50.2001,-66.3821,Comfort Inn
671,Nicoya,CR,81.19,overcast clouds,10.1483,-85.452,Las Cabinas Del Sueño
672,Conceicao Da Barra,BR,70.59,overcast clouds,-18.5933,-39.7322,Cricaré Praia Hotel
673,Cukai,MY,77.0,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
676,Shiraz,IR,74.64,clear sky,29.6036,52.5388,Shams Hotel
677,Calabozo,VE,80.44,overcast clouds,8.9242,-67.4293,Hotel Giardini
678,Xuddur,SO,72.28,overcast clouds,4.1213,43.8894,Banjanay Hotel
680,Robertsport,LR,77.77,light rain,6.7533,-11.3686,Kwepunha Retreat
681,Loralai,PK,76.95,moderate rain,30.3705,68.598,Saddam Hotel & Resturant
682,Boke,GN,72.14,overcast clouds,10.9409,-14.2967,Hôtel Rio Nunez - Boké
683,Ewa Beach,US,84.4,few clouds,21.3156,-158.0072,Base Lodging
689,Semnan,IR,78.93,clear sky,35.5729,53.3971,Semnan Tourist Hotel
691,Redmond,US,78.96,overcast clouds,47.674,-122.1215,Seattle Marriott Redmond
692,Jaciara,BR,81.48,clear sky,-15.9653,-54.9683,Taba Hotel
693,Tamworth,GB,78.37,broken clouds,52.634,-1.6959,Drayton Manor Hotel
694,Sivakasi,IN,83.62,overcast clouds,9.45,77.8167,nathan lodge
695,Kantang,TH,75.85,clear sky,7.4054,99.5156,Reng Ta Chai Boutique HomeStay
696,Gasa,PS,73.89,clear sky,31.5,34.4667,رابطة الفنانين الفلسطينيين
701,Alenquer,BR,85.1,broken clouds,-1.9417,-54.7383,Detinha Hotel
702,Naze,JP,80.51,broken clouds,28.3667,129.4833,Shishime Hotel
704,Sur,OM,86.56,light rain,22.5667,59.5289,Sur Plaza Hotel
